review,sentiment
Policies are not good for lower level employees,0
"Extremely good, flexible work time",1
compensation will be less as compare to the market,0
"It has all the Cons of an MNC like long Bench Period, Maintain 9 hours at office even though no work. If we are in a project with less work it will be very hard to stay 9 hours.",0
"1. Managers has to work on their skill sets
2. System needs to be more transparent
3. Projects in data science field are less",0
Job security. Good learning curve.,1
Work Opportunities are really good and exciting,1
work life balance can some time fo for a toss,0
Company where you can get opportunity to work in good projects,1
"*Plethora of opportunities to learn and grow
*if you can network with leaders/decision-makes, easy cross-functional switch can happen",1
"Work life balance, challenging job and good work place environment are few of the pros i like to share.",1
"Good management and full of learning environment
policies are employee friendly and being improved",1
No pros only cons. Never join this company ever even if they offer you double package as they will make your life hell and then they will fire you following a very rude and unethical process.,1
"pay, timings, hikes, transport, food",0
"Good work environment.
Understanding and supportive managers",1
"1. They have FS in MIPL which is very far from city
2. You have to pay for every single thing
3. Zero employee benefits
4. When you are recruited they do not inform you about the shift timings. Being so far from the city and having 2nd shift is very difficult to manage your work life balance",0
"policy and procedures needs uniform interpretation  top down, low increments, bell curve appraisals",0
1. No proper growth in terms of roles,0
First I would say about job security. I have never seen anyone got pink slip except 2 guys who had some real behavioral issues. A very fun place to work. Everyone is very cooperative and can learn from them. Its really good for freshers as well as for those who want to stay long in a company (If they dont mind about hikes :P). Really great work life balance at least for me and all the guys I can see in my floor :),1
"Nice Environment, good sports activiteies held.",1
"one issue , salary is less as compare to others IT firms for freshers",0
"Less salary hikes
Not Good for freshers",0
"Pay is very less (Less than the market standard). The project or engagement management only thinks about profit mirgin. Due to less package of employees, attrition rate is too high. But the  project or engagement management don't even try to retain people with right package.",0
"Good working environment
Employees are helpful",1
"Good environment, Nice place to work, friendly atmosphere. Good work and canteen space. HR very approchable",1
"Good environment, Space for Innjovation",1
"Politics, Waste Management, No flexibility, Threats, Gender Biased",0
training is good for fresher and exhaustive,1
Onsite is not guaranteed that how long you would be.,0
Good Learning if in right project,1
Flexibility;Respect for individual;Committed clientele;Great work life balance;,1
